B079JSZ1Z2,"on May 25, 2018",amzn1.account.AEXRNPL7KDC6ITDSYQ4Q4G64POQQ,I will buy from this seller again,Fully unlocked,5,positive
B079JSZ1Z2,"on April 6, 2018",amzn1.account.AFSLOZR7OHMVXUEAYJWASWRWCLLQ,Flawed software - Wait for an update ... !,"After years of not using Samsung's top-of-the-food-chain devices, I finally gave it a shot with the S9 Plus. Unfortunately, I had to return the device next day.<br /><br />THE GOOD:<br /><br />Samsung still has excellent built quality and clever features that make their devices unique. I especially fell in love with the DeX feature. Being able to turn your phone into a fully functioning desktop computer is just cool and amazing. I first got introduced to this kind of feature on a Huawei Mate 10 Pro (which I also had to return for other reasons). Once I actually got exposed to the DeX, I knew I wanted it in my life.<br /><br />Samsung's displays are just amazing and unrivaled! I doubt I have to say more. :)<br /><br />The camera was ok. For some reason, it didn't live up to the hype; at least not in my opinion. Compared to my Pixel 2 XL pictures, the ones taken with the Samsung were way too bright, sometimes over exposed, looked rather soft and lacked depth / details. In this days and age, that's nitpicking, I know. All top tier phones take great pictures. It doesn't matter which phone you get, every single one of them will take great pictures while letting you down in one or another department.<br /><br />THE ""DOESN'T MATTER MUCH BUT STILL ANNOYING"":<br /><br />Samsung's launcher (user interface) has improved a lot. I still don't really care for it but I could at least have lived with it. I hate how all the settings have been moved around and how you have to search for them in spots where you would never have expected them. For instance WiFi Calling. Why is that in the settings of the phone app rather than under Network and Connectivity?<br /><br />Pre-installed apps are just as annoying today as they were a few years back. Granted, this days, it isn't as much as it used to be but why not making them uninstallable rather than baking them into the OS? I know I can disable an app, however, I would prefer if it isn't there in the first place!<br /><br />Samsung's need to duplicate virtually all and any of Google's services is, in my opinion, a waste of resources and it doesn't make their platform more attractive. Why do I need a Samsung Clock app that doesn't do any more than the default Android Clock app? Why do I need a Samsung Phone app where the default Android Phone app is just fine? Same goes for Samsung Mail, Samsung Calendar and a bunch more. If I could at least remove them and replace them with the stock Android apps, I would be more inclined to buy a Samsung phone.<br /><br />Bixby is a whole other story! From the get-go, I had no intention of using Samsung's assistant. Yet, here she was, right in my face. I could deactivate her on the home screen, however, there was no way of deactivating the assistant entirely. I remembered that the Bixby button (which I hit multiple times already by accident) could be deactivated. Yeah, sure! You first have to create a Samsung account, then configure Bixby just to be able to finally click on a settings icon in Bixby and deactivate the hardware button. I don't know who thought of this nonsense!<br /><br />As mentioned, I would have been able to live with the above. Annoying (to me), yes, but I could live with it.<br /><br />THE BAD:<br /><br />The most important thing on the phone simply doesn't work right: network reception! I got 1 to 0 bars of mobile reception where every other phone in the house got at least 3. I constantly lost network. Researching this problem online, I learnt that this has been an issue with all of Samsung's high end devices since the Oreo update. The forums across the globe are filled with user complaints. The German Samsung forum, for example, has 59 pages of users complaining about network reception issues on the S8, S8+, Note 8, S9 and S9+. This has been going on since February, it seems. Users state that their phones were fine with Android 7.x but since the Oreo update, everything is a mess.<br /><br />Strangely, this also affects WiFi calling, too. I wasn't able to place a single call without either fading out conversations or mute calls. There are a gazillion sites out there claiming to have the fix for this issues but none of them actually work. Samsung has yet to acknowledge the problem. Instead, they blame your network provider and make you hard reset your device. If that doesn't help, they will offer you to exchange your brand new device with a refurbished one under warranty - at least that's what they offered me! In between, Samsung issued an update to improve network stability but, looking around in the web, that didn't seem to have solved the problem.<br /><br />Regardless, a phone that can't even do the basic task of being a phone is useless to me, so, I returned mine.",3,negative
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AHDSTD72Q5PWYAXR4ELAARMJQ7OQ,This is an amazing phone. You get a lot when comparing to ...,This is an amazing phone. You get a lot when comparing to prices from apple and this is just amazing.,5,positive
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AFIVMHX2YOCXHKC2PVGVOZKUJ5FA,... it as a gift to my sister and she love him!,I bought it as a gift to my sister and she love him!,5,positive
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AFQCPVQUEX7WHQ346MDUHJOVBLBQ,I bought one for my wife and liked it so much I bought another the day after ...,"I bought one for my wife and liked it so much I bought another the day after getting it.<br />Great price, actually the lowest and best price online. Will definitely buy again.",5,positive
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AG7QABTJH3W77A6UI43WVXFWCCDQ,I really like this,Nothing to complain about.  Transferred my sim card updated and started using.  I really like this phone,5,positive
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AEBM6WKUOU7NUQYMHTQZTMTIVNCQ,Best phone,What a machine!!! Best phone ever,5,positive
B079JSZ1Z2,"on April 5, 2018",amzn1.account.AH5XTUZATDBQH4KXWF3XD36KF64A,I love my new phone,"I love my new phone. It is the right size and easy to handle for my smaller hands. I enjoy using the ""swipe"" feature on this phone as it can be done with one hand. The phone is very responsive. I haven't had it long enough to learn all the features, but so far, it has worked wonderfully and met my expectations.",5,positive
B079JSZ1Z2,"on April 4, 2018",amzn1.account.AEYEZE7XHIJMB6ALA6ZU6JRWQ77A,... upgraded from the S7 to the S9+ and I'm terribly disappointed. Last week,"Recently upgraded from the S7 to the S9+ and I'm terribly disappointed. Last week, I decided to upgrade from a Samsung S7 to a Samsung S9+. I even went all in with the BOGO deal from Verizon and upgraded Junior at the same time.<br /><br />Rarely have I been so disappointed in a tech purchase! And Samsung, I hope you have people watching for this sort of post. I'll be RETURNING. THIS. PHONE. tomorrow. Major shortcomings include ""Bixby,"" microphone placement, and voice recognition.<br /><br />First, the ""Bixby"" personal assistant is a train wreck. I don't know who decided that an unholy union of the Yahoo! home page and Google Assistant was a good idea, but they seriously missed the mark. And it CAN'T. BE. DISABLED. Nothing enrages me more than software bundles that can't be disabled.<br /><br />Second, you have to hold the phone in your hand to be able to talk on the speakerphone, or the microphone is muffled and useless. Seriously, Samsung?! the whole point of the speakerphone function is to be able to put the phone down.<br /><br />Thirdly--and this is the deal killer for me--the voice recognition for talk-to-text, voice dialing, and talk-to-email is just abysmal. These features worked nearly flawlessly on my S7, but on the S9+ I'm flying into daily rages over the garbled nonsense the phone ""hears"" when I talk to it. I have no accent and enunciate very clearly and it does no good. Even if I shout single words and go completely over the top on my enunciation, I can't send a single text message of the simplest imaginable words. I spend 50-60 hours per week driving and MUST be able to communicate hands free as much as technologically possible.<br /><br />Swing and a resounding miss, Samsung.",2,negative
B079JSZ1Z2,"on April 4, 2018",amzn1.account.AF2GR4FS6MG45GPWOAQTIJ4HFVDA,Love it,Everything works great,5,positive
B079JSZ1Z2,"on April 4, 2018",amzn1.account.AEEOOZQORAGFIKEJEL33Q33RTEWQ,"Amazing phone, bundle a plus","What else can I say about this wonderful phone that has not already been said? I always get black phones and this time I decided to go for the fun option, Lilac. The color is gorgeous and serves to accentuate the phone's beauty. My carrier is MetroPCS, and while I was unable to activate it online, I called their support line and was up and running in 15 minutes. I will add that I purchased the bundle and it's a great deal. The IconX alone are more than the added cost of the bundle. The wireless charger is fun and convenient; no more yanked cords or poor charging in a year because of a broken charge port.",5,positive
B079JSZ1Z2,"on April 4, 2018",amzn1.account.AG7OHD5EODKYCK2UUKKIN7DZFJ7A,Five Stars,The best phone on the planet!!!,5,positive
B079JSZ1Z2,"on April 3, 2018",amzn1.account.AEHK5OBQ44VANVLR3JUCSNCJPCXQ,Five Stars,I like tis,5,positive
B079JSZ1Z2,"on April 3, 2018",amzn1.account.AGYH6QVFNTJTDUFU4CBVNPBD2FKA,Bad Battery Life,Just wanted to comment that the battery life is terrible. Samsung has had several years to correct the battery issue and has yet to do so.,3,negative
B079JSZ1Z2,"on April 3, 2018",amzn1.account.AERVNIWWWCPDV76FOSZYSX5TGB6Q,CAMERA is Straight FIRREEE(bomb),"BOMB.COM<br /><br />I upgraded from an S7 to the 9+ and I love it, its so many things you can do on this phone and I still don't know everything but for the most part I don't regret spending all this money on a phone and wait let me tell you this camera on this phone is straight FIREEEE, its so clear and I'm making my youtube videos with this as well. SAMSUNG YOU DID THIS",5,positive
B079JSZ1Z2,"on April 3, 2018",amzn1.account.AF55T74QUTN2Q5GWCFI3L4WANMXA,The operating system is way way more polished and the camera is superior to my Panasonic Lumix,"This is my third Samsung Galaxy after switching from the original iPhone.  This was a huge upgrade from my Galaxy Alpha.  The operating system is way way more polished and the camera is superior to my Panasonic Lumix.  My wife's Galaxy S8 seems just about the same but the 9 is noticeably zippier but I have way fewer apps.  In our household we have Macs, PC's, iPads, Roku's, Tablets so we aren't married to any particular brand.  For the phones I've enjoyed Samsungs.  My wife got a deal on an LG and it was a big headache as it had hardware failures.<br /><br />Important, currently, as of this writing the S9 has a software problem where notifications on the apps DOES NOT work.  Since I've come to rely on those little numbers on the top left corner of my apps this is an inconvenience.  My old Samsung came with SVoice which I prefer over Bixby for simplicity but it's slowly winning me over.  Ask Bixby to Rap for you, it's hilarious.",4,positive
B079JSZ1Z2,"on April 2, 2018",amzn1.account.AGRIYN6OAZCGZACQZBPSLHPYC6YQ,Five Stars,I would like to try the product for free because I always wanna one.,5,positive
B079JSZ1Z2,"on April 2, 2018",amzn1.account.AGQ5GIC5SLZDUSAU6MFFZUXPC3VA,Four Stars,Everything about samsung Galaxy s9 is awesome except my volume controls were not functioning sorry 4 stars,4,positive
B079JSZ1Z2,"on April 1, 2018",amzn1.account.AGSGWLY653PVZCS4UV63BYT6WHPQ,Cost vs Performance a Plus,"Probably the best phone I've purchased in a long time. Would definitely recommend to someone looking for an upgrade, especially if they don't want to pay more for similar performance on something like, say, the iPhone X. I almost bought an iPhone, and after looking at them both I decided to go with the S9 and I am glad I did. The display is pretty awesome, nice colors, and the storage capacity is great, as well as the added benefit of adding an sd card for extra memory. The speed of the phone is high, even if you have a lot of apps open, probably due to the 4 gb ram. Superb performance overall. Impressed me for sure.",5,positive
B079JSZ1Z2,"on April 1, 2018",amzn1.account.AHGOJL4MQGL3GWLYESQTZET745WQ,Beautiful Phone!,"I upgraded from a S6 Edge+, and I'm a Samsung girl for life.<br />This phone ran beautifully right from the get-go. It's not too bulky, I have no problems using it with one hand.<br />The camera is awesome. I've been playing with it since I got it out of the box!<br />I'm still getting used to the new operating system and layout. I've been used to the Galaxy's home button, and the back and multi-screen buttons, so it's interesting adapting to a completely smooth device.<br />Where the apps icon was on the home screen, is now the camera icon. If you're upgrading like I did, you have to flick upwards to get to the apps. But this is not, in any way, a downside.<br />The speakers are great, and listening to music through earphones is awesome.<br />I absolutely love this new phone! I definitely recommend this to anyone looking for a new phone!",5,positive
B079JSZ1Z2,"on April 1, 2018",amzn1.account.AGAS4FCUNJ5SFFVYFR3J2E3ILRNA,Not really sure why I decided to try out the Samsung Galaxy S9+ but happy that I did so far,"I am a die hard Apple person. All my desktop computers at home are Apple, my other 4 family members all have iPhones and we have laptops that are all Apple. Not really sure why I decided to try out the Samsung Galaxy S9+ but happy that I did so far. I was using a 4 1/2 year old iPhone 5s so I figured any phone would be a huge upgrade to the modern world. It still takes a little getting used to coming from the IOS system's way of doing things. I do lose the capability of iMessage and FaceTime. Not a huge deal and I can use the DUO app from Google which is the same as FaceTime. The key points with this phone are that the large and beautiful screen looks great. I like the haptic feel of the keys when texting how you feel the keys being pressed (a little buzz/vibration). I think the new iPhone X does this too but again, I'm coming from a 5s. My only two choices for a new phone were this S9+ or keep on with Apple and get an iPhone X. The X would have cost me $1150 plus an AppleCare warranty for $200. I got this Samsung (and got the Ultimate Play Bundle) for $840 plus $100 for the bundle. Took out a Square Trade 2 year warranty for $108 with only a $99 deductible should I need to use it. I have used Square Trade warranties in the past for other products and they have always replaced and stood by their guarantee. Square Trade is owned by Allstate so I have confidence in them. Getting back to the phone, the S9+ seems to work VERY fast when loading apps and pages. I use it for a lot of my wireless products at home (Nest thermostat, wireless cameras, LIFX lights, Liftmaster garage door opener) and all work fast and flawlessly. The audio when playing music sounds great. Plays very loud and clear for a phone. I like the fact that it does still have an earphone jack. I like the Android system as it comes with Google Assistant voice command. Most people hate the Bixby feature on this phone. My only real gripe with it is the large button on the left side of the phone and that when trying to adjust the phone volume I accidentally hit Bixby sometimes. I do like though that i's voice activated. I get in my car in the morning, speak to wake up Bixby and command it to open up whatever app I need (usually Waze). Once open, I speak to Waze to take me to work. All of this without having to look at my phones screen or take my eyes off the road. Also, the Bixby AI camera function is very cool too. There are about 8 or 9 different things it can do with the camera. Like, point the camera lens at a sign in a foreign language and have it live translate the sign to English or any other language on the phone (and there are plenty of them on this phone). Point it at food and it will tell you what it is and average calorie count. Point it at a wine bottle label and it will give you the information on the wine (type, year, etc...). The ONLY thing I think I will never use again and of course I tried it out is the Animoji of myself or any of my friends. It's scary weird. Everyone looks the same on this. I would personally like to see an update to the phone where they fix this to be more of a 3D type and look more realistic. I have been looking online for days at comparisons of the pictures taken on this phone compared to others. Mot notably the iPhone X. In my opinion, the X does do a lot of pix better. The contrast is usually better. The real advantage to this phone is it tends to overexpose a bit. So, dark scenes will look a bit brighter than on the iPhone X. The only thing I had to get used to is the colors on a Samsung phone are very oversaturated. Colors are very bright. There is a setting in display function that gives you 4 options of view. I turned it down to one of them and it now looks a LOT more realistic. I like the fact that this phone, as well as the iPhone X, features ability to record video at 4K 60fps. Looks great. On the Samsung though the optical stabilization doesn't work when shooting 4K 60fps. Keep a steady hand and this isn't an issue. For all other video formats, the stabilization on the Samsung works better than the X. All in all, I am happy I went with the Samsung. In a few months if I regret it, I can always keep it for a few months and sell it to get the new larger iPhone X Plus.<br /><br />UPDATE: 4/7/2018.  The voice unlock code is terrible. And, after searching through the options on the phone I came to the conclusion I don't need it. I have the face unlock or the fingerprint reader on the back. I actually go to the back fingerprint scan to unlock more than the other methods as it's just quick and easy to use. Battery life has been good so far after using this phone for 3 weeks now. One thing I find annoying that I didn't know would be a problem is the video and picture quality when someone sends me a large video via texting. Whether I send them a video or they send me one, it becomes such low quality that it's almost hard to see it at all. This is because of the compression the carriers use to send these video's or large picture files so it doesn't take up much space. I was used to having an iPhone and using iMessage. Send any size video to someone else with an iPhone and it was in great quality on both sides of the text. Not so with Android. Now this is not just Samsung but all Android phones. So, for now, I have to send videos via WhatsApp or Viber (or a number of other text apps). They do compress but not horribly. Oh, and one more note. I hope Samsung corp is reading this review. The Samsung customer service reps have to be the stupidest people I have ever dealt with for a tech company. I used to think Comcast was bad until I called a couple of times and had to speak with someone at Samsung. They just repeat my question and tell me they understand how I feel offering absolutely no answers. They put you on hold to find out but come back with no resolve. Just terrible customer service. 180 degrees from dealing with someone at AppleCare when I had a question about my iPhone or iMac computer.<br /><br />2nd UPDATE: I didn't  realize this and this is VERY important to know before purchasing. In fact, I'm on the AT&T network with my phone and the people in the factory store didn't know this. The sales people in Best Buy in the phone department did not know this either. When you buy an unlocked Galaxy S9 or S9+, your phone is $840. If however you want to buy it thru AT&T for their network and not a factory unlocked phone, it has different options on it. Meaning, the unlocked phone WILL NOT have: WIFI calling option, HD Audio option, VVM (video voice messaging) and you will not get video voice calling. The option for these features is not even on my phone. Now, you CAN buy the AT&T phone and pay $915 up front or on a plan (either way it's $75 more than the factory unlocked phone). After you pay $75 ,more and if you are paying the full price up front, you can get the AT&T phone unlocked and then you will have these features. Nowhere at Best Buy or any AT&T store do they tell you this. In my mind, it's a great misrepresentation that is omitted when purchasing. I picked up the bundle package here on Amazon for $100 more and got a lot of cool gadgets so I'm keeping my setup. I just want others to know there is a difference when buying the unlocked version both in price and the feature set you get. I figured the AT&T version just had a bunch of their proprietary apps pre-installed. Hope this helps out someone beforehand that really wants those features. And, I went to the AT&T store figuring there was a way they could flash the options to my phone. There isn't. They cannot update your phone to get these options.<br /><br />3rd UPDATE: April 15th, 2018<br />I discovered a great feature today. I wish these Galaxy 9 phones had the rise to wake feature which is what the iPhone X has. You pick up the phone and just look at it to unlock via your face and it's good to go. What I discovered is setting the Google Assistant to open the Galaxy EVEN FROM the locked screen via my voice and the phone unlocks and does what you ask the Google Assistant to do. Love this feature immensely.<br /><br />4th UPDATE April 23, 2018<br />As I play around more with this phone, I am learning some cool things it can do. For instance, from the factory it come pre-set so that whether you swipe up or down the phone will go to your app tray. No need for repetition with swiping either up or down. There is a setting so that when you swipe up it opens the app tray (as it come from Samsung pre-set) but change the setting and when you swipe down from any place on the phone and you've got your phones popular settings in front of you. Even better, if you swipe down using two fingers from the top of the screen, it opens the second part of the settings which control other functions (usually this is a two part deal so this makes it one step easier). Also, one thing Samsung addressed with the 9 and 9+ (using the Oreo software) is a problem people using these phones prior used to hate. Now, you can set the up/down volume buttons to control MEDIA volume no matter what you are viewing. And, if you want to control the ringtone or another type of volume, when you push up or down on the volume and the MEDIA volume shows just tap on the down arrow on the top left of the screen and you have all the others ready to adjust exactly as you like them. Apparently from reading online this has been an annoyance of a problem for a long time with the Galaxy phones that is now solved.",5,positive
B079JSZ1Z2,"on April 1, 2018",amzn1.account.AERW2MU7G3E3PP6VZ2QEOKXYT6IQ,Five Stars,Love it,5,positive
B079JSZ1Z2,"on March 31, 2018",amzn1.account.AH3YNR4GDXRX4ULT7WAU6TMTSBTQ,Look before you leap,Traded in my s7. The old model allowed me to assign different notification sounds for each of my contacts for messaging. This allowed me to tell who was texting without looking at my phone. The new one lacks that ability. Even when I can convince Samsung support that Alaska is not a foreign nation they dont seem to be able to tell me if the problem is intentional or fixable in the future. I smell apples in my future.,3,negative
B079JSZ1Z2,"on March 31, 2018",amzn1.account.AEZNKLXTJKSGGCEEID4D7UG3M6LA,"Very nice, you get everything you want.","Very nice, you get everything you want.<br />1. Headphone jack<br />2. USB C output<br />3. 10W Fast wireless charging<br />4. AR Emoji<br />5. New awesome fast camera.<br />6. Dual screen<br />7.Water resistant",4,positive
B079JSZ1Z2,"on March 31, 2018",amzn1.account.AG7VOCBOMP7JU3G36S47F5UQ6ARA,Five Stars,This is a great device!,5,positive
B079JSZ1Z2,"on March 29, 2018",amzn1.account.AHDQM4OKMOMV67XNWKCNKOZ5YF2Q,Slick Performance & Exterior,"I'm upgrading from a bricked Nexus 5X so the performance and feel of this phone is leaps and bounds beyond what I'm used to.  I've been using Google phones for a number of years so I was concerned about Samsung wrecking the UI.  But after disabling Bixby and its button, it's pretty much back to working like vanilla Android as far as I'm concerned.<br /><br />I like the ""infinity screen"" for the fact that it increases screen size without greatly increasing the size of the phone.  My 5X is only a bit smaller than the S9+!<br /><br />My biggest complaint, and the reason I'm giving 4/5 stars is for the exterior feel of this phone - it's very very slippery!  The 5X has a rubberized coating that makes it easy to pick up and hold and also not slide off of surfaces, I greatly miss that.  For example when I navigate while driving I put the phone on my right knee.  This new phone immediately slides right off.  I'm definitely going to get some kind of case or grippy skin for it.<br /><br />I am using this phone on a Red Pocket plan with Verizon service.",4,positive
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AEFSQHJ5QBNBH6PCXFNWJT4NSSYQ,Only had this phone a few hours but been a ...,"Only had this phone a few hours but been a Samsung guy before (s3,s5active).  This phone is BEAST.  Zero lag and looks/ feels rich AF.",5,positive
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AEYXC6SGYZJJH3RLU645MJ2YFUVA,The phone is awesome. Highly recommend it,The phone is awesome. Highly recommend it...The phone arrived without any damages...The delivery was couple of days late though...the box had all the general accessories that you get with the box,5,positive
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AHMEZKPWV2QYSLH3WGMG2CMJHWQQ,NOT FOR VERIZON,The Galaxy S9 is an amazing phone.... BUT.... the unlocked version on Amazon is NOT compatible with Verizon. I took it to three different stores to make sure it was the phone and not Verizon.,3,negative
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AHD7D4XODHP7YFE7JO5GXOCZU3SQ,Five Stars,"my wife loved your new cell phone, the photos are perfect and it's super fast",5,positive
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AHREXWPGFIEABK5GVPYOTZ46TYXA,I love this phone,Samsung galaxy s9+ unlocked can work with Claro PR but for the Internet you have to change or add the APN to use it. I love this phone!,5,positive
B079JSZ1Z2,"on March 28, 2018",amzn1.account.AF5ZLTCBBHRNMZ45M5RWZGGHDOYQ,i love it so far,The phone came in perfectly  no issues at all  i had the s8 and s8 plus and this is a big change in performance it runs so well for a galaxy phone,5,positive
B079JSZ1Z2,"on March 27, 2018",amzn1.account.AEDXCK3TGUSPMD62EUTE5PEEYWCQ,Five Stars,Excellent,5,positive
B079JSZ1Z2,"on March 26, 2018",amzn1.account.AEI7TAXNARKSU3CK2OIPJA5BLURA,Battery,I love the battery length! I had a galaxy s7 and I would have to charge it every 3 hrs because it died so fast. So far I'm barely on 70% after taking it off the charger at 650 PM. And it's currently 1058pm for me. . I keep using it btw.<br />I love everything about it. No complaints yet.,5,positive
B079JSZ1Z2,"on March 26, 2018",amzn1.account.AFRBY6ZI4TTIMTXW7YHBQXACEEQQ,Mest up order.,I recieved the wrong color. :(,1,negative
B079JSZ1Z2,"on March 26, 2018",amzn1.account.AHG44HV6RK7JVTWXGAQO6BMEJBUQ,Upgrading from s7,"Very nice upgrade from s7. I'm glad I went with the s9+ . I really like the big screen, and extra camera.",5,positive
B079JSZ1Z2,"on March 26, 2018",amzn1.account.AFJLDEA4BMSCUD2OL7AZ5B6FCTRQ,Incredible,"This phone is amazing. Don't even think about it, get it.<br /><br />The only thing to envy from Iphone is the dynamic software navegation.<br /><br />Otherwise must be the best phone on the market nowadays.",5,positive
B079JSZ1Z2,"on March 25, 2018",amzn1.account.AFIFSDWRCID2UEEDZFLQ24362C3Q,Great phone. Very quick to respond,"Great phone.  Very quick to respond. We made the switch from iPhone to this, and I'm so glad we did. I'm glad adding to the storage is no issue. I got so tired of having to delete things off my iPhone so it could work.",5,positive
B079JSZ1Z2,"on March 25, 2018",amzn1.account.AH6P3ZGSB3SSW5MCQZDH6JBGDFGQ,Wife is very happy with it so far,"Wife is very happy with it so far.  Fast, great battery, great camera.  I see some people are unhappy that carrier visual voicemail is unavailable from the play store for this unlocked phone (and the s8) but it IS possible to get it working. I installed it from another source, called up carrier with sim imei and iccid and 2 min later visual voicemail was working great.  I might buy another one for myself.",5,positive
B079JSZ1Z2,"on March 24, 2018",amzn1.account.AG5VAVAHJCJOKRWXCQ7VB3L4USMQ,Worth every cent!,"I absolutely love my new phone. Samsung hit it out of the park with the S9+. It has every feature, detail, options, and specifics that you could possibly want. When considering whether to purchase this phone, I researched all of the other top rated phones. I truly feel this is the best phone available at this time. Yes, the downfall may be the price. But, I truly believe in the saying, ""You get what you pay for."" The price I paid through Amazon was AT LEAST $50-100 US dollars cheaper than anywhere else. The wrap around full-screen is phenomenal. The camera capability is so good that I don't need to take a separate camera with me any longer. If you have the money, GET IT!!!",5,positive
B079JSZ1Z2,"on March 24, 2018",amzn1.account.AERFWIIN7IBBYKGAYSEOE777QV2Q,Five Stars,Brilliant device. I absolutely love it.,5,positive
B079JSZ1Z2,"on March 24, 2018",amzn1.account.AFI5GZ3U26X76JR4LFP4XFQ3JBUA,Five Stars,Love it,5,positive
B079JSZ1Z2,"on March 23, 2018",amzn1.account.AEQJLC3HXEOCYTII53SG5NMCAQTA,Love the new phone,Love the new phone. Been with the galaxy series since #3. I am with straight talk and this phone is an unlocked samsung so you have to buy a bring your own sim kit which is then bucks and change transfer was quick and easy. Phone works great.,5,positive
B079JSZ1Z2,"on March 23, 2018",amzn1.account.AHZORX557Z2ZVPQ3JDH7KXDFVIIQ,Five Stars,The best Galaxy yet!!! You have to see it to believe it..... The coral blue is stunning!!!,5,positive
B079JSZ1Z2,"on March 22, 2018",amzn1.account.AEJK26SGPIFHUHXIACRK62F6GYOQ,I'm in first-world heaven...,"I'm upgrading from am S5 and am totally enamored with this phone. Transferring files from my old device was a breeze. Battery life is amazing, comparatively speaking, and I'm loving the customization abilities. I've had galaxies since the original S and stroll feel these are the best phones on the market. The camera is astounding. Very pleased with my purchase and highly recommend this version.",5,positive
B079JSZ1Z2,"on March 22, 2018",amzn1.account.AES7NBFWI45M7RKIYQB3SUDZYA6Q,I buy this for my wife she love it thank you guys for keeping that good job,I buy this for my wife  she love it  thank you guys for keeping that good job,5,positive
