B06Y15G61T,"on November 18, 2017",amzn1.account.AHE5N4UVOK4QRUFYJNOPWMG45PVQ,Slow charging and u stuck with this.,"I recently bought this phone few months back. Now it is saying slow charging. Contact the seller, they response back saying no warranty for international version. So whats a point spending hundreds of dollar for unlock phone with no warranty and seller cannot do anything, beside sending link to fix and it diesnot work. Now i am stuck with this phone with slow charging and no resell value. I felt my money went to drain. I will suggest everyone not to buy from this seller, who cannot provide you anything except link. If my phone is old like year or so i will understand. But its a brand new phone . Very very upset with this seller.",1,negative
B06Y15G61T,"on November 18, 2017",amzn1.account.AH2XNTYOYAE7H3LLZ5LBIVUIVGSQ,Text were clear and could easily be read even at a low lighting,"I bought this for my friend and she loves it. Since this is unlocked phone she uses this when she goes to a foreign land. Text were clear and could easily be read even at a low lighting. Highly recommend, even this kind of phone is a little bit pricy.",5,positive
B06Y15G61T,"on November 17, 2017",amzn1.account.AGZUPQBVQVILDKWRMEMP6SO4FYGQ,Five Stars,just amazing love it got it yesterday and can't stop playing with it :),5,positive
B06Y15G61T,"on November 15, 2017",amzn1.account.AFHZ7NPYT64TOTQNLPDA3KNOL7YA,Four Stars,Yes but it still had the google lock on it,4,positive
B06Y15G61T,"on November 14, 2017",amzn1.account.AETMFGDJFHXL5TJDHM6CN75TVLAQ,Five Stars,The best!,5,positive
B06Y15G61T,"on November 14, 2017",amzn1.account.AFXDE2R2W7C36G46Y3O2WK7RLQHA,Five Stars,Great phone,5,positive
B06Y15G61T,"on November 14, 2017",amzn1.account.AGHVYQXCUAFKKZXUFOCPGUJ3PS2Q,Five Stars,"Un gran equipo ,recomendado",5,positive
B06Y15G61T,"on November 14, 2017",amzn1.account.AFEBHAJUAHOCL24RKEHIW2OHUFYQ,Got my phone yesterday and I already love it. I hate it took a whole week ...,"Got my phone yesterday and I already love it. I hate it took a whole week to get to me, waz excrusiating to wait but product is good so far. I have yet to register it with my carrier.",5,positive
B06Y15G61T,"on November 11, 2017",amzn1.account.AESGSWZOG2YIKFCWBGASAYQGJHFA,Five Stars,I highly recommmend,5,positive
B06Y15G61T,"on November 10, 2017",amzn1.account.AFV5TEVZPCUUN4XVQU4DWKHSRPYQ,I used only one Android phone (Nexus by Google) before and it was not so good product comparing to Apple's at that time,"I have used iPhones for many years and I 've owned original iPhone, 3GS, 4s, 5s and 6s. I used only one Android phone (Nexus by Google) before and it was not so good product comparing to Apple's at that time. Android OS was laggy and glitchy, this Google phone using aftertaste was ""cheap"" comparing to Apple's ""polished and premium"".  After iPhone's X ridiculous price and humped screen was announced I have decided to give Samsung a chance and purchased this device.<br />I use this phone for 3 weeks now and I am very surprised to see how many innovations is concentrated in this phone. Screen is great, camera is very good, battery is just wonderful. My last iPhone 6s could hold the charge for only half a day when used intensively, but this phone battery charge never felt below 25% after full day intensive use. And Bixby is  cool too.<br />To be honest I think Apple is underdog now, they are selling nearly same phones squeezing money from old ideas and their strong brand. Currently I am very happy with my new Samsung S8+",5,positive
B06Y15G61T,"on November 9, 2017",amzn1.account.AF7ZFVEVE7F465O26J6NGQM3K33A,I love the phone,"I love the phone, but why was an British charger unit  with a 3 prong (rectangular 3rd prong) sent instead of a standard  charger. I purchased the international unlocked phone in the US for my US use and my extensive travels to Asia",5,positive
B06Y15G61T,"on November 8, 2017",amzn1.account.AG2WQH6ZDGIJJVLTESTN633NXMPA,Two Stars,K,2,negative
B06Y15G61T,"on November 7, 2017",amzn1.account.AHWX2RY7HPC7V33ZFT2S2AM2NZHA,Recommended,Beautiful phone,4,positive
B06Y15G61T,"on November 7, 2017",amzn1.account.AFWRWXNOXN2LBWPRLACQAVK4SADA,The best smartphone I have ever used.,"This is simply the best phone I have ever used. Fast, good battery, the display is extremely beautiful. It looks good and feels good in my hand. I don't have any issues with the fingerprint scanner. I use it all the time without issues. Actually I prefer it in the back than on the front. I use my index finger to scan and it feel more natural to me.<br />The camera is very very very good. I do not have any negative issue about this phone. A very awesome product.",5,positive
B06Y15G61T,"on November 4, 2017",amzn1.account.AEJVJBWCM7FZCXXELZGMDH3YC76A,Five Stars,Excelente! Gracias,5,positive
B06Y15G61T,"on November 4, 2017",amzn1.account.AEJQ24376NNO3HN5JZQFMLR3UDIQ,it is the best for me,"This item has a set of improvement have been incorporated as per experience of old samsung series. Particularly, it is the best for me.",5,positive
B06Y15G61T,"on November 1, 2017",amzn1.account.AFX3VAQ5FGK3R2BUQOVCIYPJXXDQ,The phone is fine but the one I received came with British charger,"The phone is fine but the one I received came with British charger, so I had to buy an adapter to make it usable it in US. Because of that the adapter is very bulky and if you want to carry it along when travelling you may want to consider getting another one.",3,negative
B06Y15G61T,"on October 31, 2017",amzn1.account.AFCA3RZF3XTSZAB773DT72IVUJJQ,Five Stars,"Excellent, work in uruguay",5,positive
B06Y15G61T,"on October 30, 2017",amzn1.account.AFYEEXN3QSDOYOA7RA57RZYPGJIA,Five Stars,Great big screen phone.,5,positive
B06Y15G61T,"on October 30, 2017",amzn1.account.AELR7FIGWPBRKHSCKFVB6P43JAOA,Five Stars,Muy bueno.,5,positive
B06Y15G61T,"on October 29, 2017",amzn1.account.AGDLYPG2AQ3JZB3TVKGDA3P7DCUQ,Too much aggravation!!!,"This phone is a great device so filled with bloat wear it's practically useless.  It's the most aggravating device I've ever used.  I'll never buy a Samsung phone again and I wish I bought another Google phone - pure Android, no junk apps.<br />Bixby, Samsung's answer to OK Google, Alexa or Siri is the worst AI.  It's constantly prompting you and can never respond to your simple requests.  ""I'm sorry but I cannot do that"" is its response to most every routine request.  The auto-correct is obnoxious and changes words without warning.  The phone is also constantly trying to teach you how to use it by popping up tutorials you cannot close without completing.  Sorry but I've used a camera before I don't need forced tutorials.  And you cannot turn any of this off.  Bixby is there to sell you things so enjoy paying $750 for high pressure sales.  I could go on and on but I think you get the point.<br />I really regret this purchase.",1,negative
B06Y15G61T,"on October 29, 2017",amzn1.account.AHCWZ7OLDO75ZLASSURXGIFXE3AA,phone is up to expectations... however documents ...,phone is up to expectations...however documents in box was in Chinese despite it being shipped to an English speaking country.,5,positive
B06Y15G61T,"on October 25, 2017",amzn1.account.AGKPWQ7JZP4XRAS5N5KFDJEFZWXA,Five Stars,Yes thank u very much I love the phone,5,positive
B06Y15G61T,"on October 23, 2017",amzn1.account.AF5NCT7ZS4AEFYEMN26PXIIBJ5MA,Five Stars,works well,5,positive
B06Y15G61T,"on October 22, 2017",amzn1.account.AFHBTAJHBZYRVJKP5GYCVCRS5B2Q,Screen broke after a few months of use. First ...,"Screen broke after a few months of use. First time I've ever had that happen on a ""flagship"" device. Back to the aging Nexus 6P I guess.<br /><br />Oh and when I called Samsung about it they wanted $300 to replace it.<br /><br />Then when I said it was the international version they said they couldn't help me. I had to call the Samsung office in the country it came from. I don't get why that matters. It's going to be a call center run by a bunch of hard to understand Indian morons anyways.<br /><br />Thankfully Amazon gave me a refund.",1,negative
B06Y15G61T,"on October 21, 2017",amzn1.account.AGLSRKWWD74JAF3UN4HWYJYTCPOA,"Terrible phone, at least the one I got had ...","Terrible phone, at least the one I got had very bad performance.<br />I bought it like 4 weeks ago and already want to go back to my old phone. The index of the contact list isn't accurate, I pick ""M"" and even if I have contacts with that letter on their lastname I end up around ""K-L""... it's the same for every letter I choose.<br />The performance isn't good. Youtube gets bugged everytime, so I end up seeing a gliched screen, or I keep listening to the audio but the video get stuck.<br /><br />Besides all that, the phone itself is waay too fragile. The screen unglued because the adhesive wasn't good enough.<br /><br />Edit: The smartphone is brick-dead in less than 5 months. Don't buy it.<br /><br />Buy other phone if you're looking for one. This isn't worth it.",1,negative
B06Y15G61T,"on October 18, 2017",amzn1.account.AFTZTG5QTE437MD2TGP5OMKRURCA,Android Love!,Love the phone. Chose this over the Snapdragon version because I always get comments about bootloader being locked with the US version so I went with the international and I'm loving it. Samsung is great at complimenting the Android OS with other features. Lesser bloat would make this phone phenomenal.,5,positive
B06Y15G61T,"on October 17, 2017",amzn1.account.AHATEVZFZVT5K5YJKTE5NIW7K6CA,One Star,The phone start frezzing and buggin 4 days after purchase. Beware that unlocked cellphones do not have a warranty.,1,negative
B06Y15G61T,"on October 13, 2017",amzn1.account.AHWPQ2QHU5PFDPR2AJB6GC5NAGSA,Five Stars,Nice phone,5,positive
B06Y15G61T,"on October 13, 2017",amzn1.account.AE5AZJDINAGUTWIJHJ53UBNM42WQ,Five Stars,Very good,5,positive
B06Y15G61T,"on October 13, 2017",amzn1.account.AFF2UUWEHIXSQWWCUYGLDT344F4Q,"I bought the S8+ from T-Mobile on Oct 7, ...","I bought the S8+  from T-Mobile on Oct 7, 2017. On Oct 12, 2017 , I was downloading an app and the screen was stuck illuminated for 3 hours. The screen was illuminated for 2 hours, couldn't maneuver, had a frozen screen, and I couldn't power the device off. I had to put my phone in the bathtub because it was getting really hot. Every 15min I went to check on it and attempted to turn it off. After two hours, I was finally able to restart the phone. It works after the restart , but I'm definitely returning my device.",1,negative
B06Y15G61T,"on October 13, 2017",amzn1.account.AGX3AXVEMFLXMDDSHHH54RMAB23Q,Five Stars,such a wonderful product that I may order another one,5,positive
B06Y15G61T,"on October 13, 2017",amzn1.account.AGUNYJ2H7TFIULCWIMULX7MY2VVQ,Five Stars,"A great cellphone,  funtionality 100%",5,positive
B06Y15G61T,"on October 11, 2017",amzn1.account.AGP6763DZYOC47TGNEEGKVLMCB4A,Five Stars,Good phone,5,positive
B06Y15G61T,"on October 10, 2017",amzn1.account.AHGK4RF63VSG3EYFFTVXOVO7JDKQ,Five Stars,Great pruduct. Ir works beautifully and super fast. The delivery: days before programmed.<br />I just love my new phone...,5,positive
B06Y15G61T,"on October 9, 2017",amzn1.account.AEPHYPUVCB2NH5AF7PCHUUZF4QKA,Great phone but it lasted 3 days n stopped working,Great phone but it lasted 3 days n stopped working. I brought it to a technician to see if its my fault but it was a manufacters defect  now im phoneless,1,negative
B06Y15G61T,"on October 6, 2017",amzn1.account.AED5KFKDFFKDH5EDBBS646CDYJ7Q,Five Stars,Love it.,5,positive
B06Y15G61T,"on October 6, 2017",amzn1.account.AGFAT57YEJFXA4JPTWAO2M2T2SNQ,"SUPER, SUPER BAD DEAL Be aware","""Vishnu U at 13:46, Oct 6:<br />I do understand you concern, but from our end we can only check the status of the ticket that was updated by the repair technicians, Carlos.""<br /><br />Samsung has my phone for 20 days<br />They do not repair International model, even if you purchase it in AMAZON.COM site...<br />They give you a run around... SUPER, SUPER BAD DEAL<br />Be aware",1,negative
B06Y15G61T,"on October 5, 2017",amzn1.account.AGZ26QP64WA5DGVBAUP3QDSFJQ4A,"Good hardware, very old firmware",Outdated firmware (7.0) lots of bloatware on device. Very bad update policies.,1,negative
B06Y15G61T,"on October 4, 2017",amzn1.account.AFMN273PYB5I4CYMCUIE5VP67FGA,Love the phone does everything I need it,Love the phone does everything I need it. And I don't have to worry about bloatware and I  have my phone rooted as well.,5,positive
B06Y15G61T,"on October 2, 2017",amzn1.account.AGA4DMDXVWLURENJKIR5DTTCWDSA,I hate bixby and the bixby button,"Purchased from my network provider not Amazon. SD Card slot doesn't work.  This is well documented, if you search google you will find it's a common complaint.  I hate bixby and the bixby button.  If you are going to include an unwanted and unneeded button that is placed so that it is frequently confused with the volume button, at least include a way to disable it or assign another function to it.",2,negative
B06Y15G61T,"on October 1, 2017",amzn1.account.AGBR5F7DNESI3S673YC3TAFBV56Q,I love all the Samsuns I have had but NOT THIS ...,Nothing but trouble!!  Apps would not turn off draining the battery. I love all the Samsuns I have had but NOT THIS ONE!,1,negative
B06Y15G61T,"on October 1, 2017",amzn1.account.AHKAH7NAOTUTATLKBPZE6CY56GSA,I love this phone,"What can I say. I love this phone. I works. Everything works. No glitches, responsive, beautiful screen. Every phone I have owned has had error outs setting up apps that I had on the previous phone. Not one error out on this one.",5,positive
B06Y15G61T,"on September 28, 2017",amzn1.account.AE4ZDHZFR7RHVFFBDEOVM7IAPOMA,Five Stars,Excellent,5,positive
B06Y15G61T,"on September 28, 2017",amzn1.account.AF3FUDUAPO3S45J4OFLEKWBDQ25A,Fake phone,This item is not original. The touch stops working and ink is all over the phone. I am in another country and and i bought it as a gift for somebody. This item can just be thrown in the garbage and ill call it a lost.,1,negative
B06Y15G61T,"on September 28, 2017",amzn1.account.AELOCRZKLWSTPBPXTDQYZFWFCKGQ,Five Stars,Love this phone. Thanks Samsung,5,positive
B06Y15G61T,"on September 26, 2017",amzn1.account.AHFRASK7CEV6YRBZF644LSASM3IQ,Five Stars,this was a gift to someone,5,positive
B06Y15G61T,"on September 26, 2017",amzn1.account.AER73HD7BLQRZMGDBAHSEH5OILZA,Great Purchase,Simply Awesome !,5,positive
B06Y15G61T,"on September 25, 2017",amzn1.account.AGIYYF6JNDY7FNTL7WW3NCAVFTZA,No LTE with T-Mobile,I had to return this device because it could not get LTE with T-Mobile,4,positive
B06Y15G61T,"on September 24, 2017",amzn1.account.AFEF7NVYIAH6ZVACTKZL6T64LLKQ,New phone happy wife,Just what the wife wanted for her birthday.  Great gift ... good price.,5,positive
B06Y15G61T,"on September 24, 2017",amzn1.account.AHUJ5QLZ3AU4EVGJU5ZYTHSL5HDQ,Happy,I am using this Glaxey 8 plus in Italy and I'm very happy and satisfied,5,positive
B06Y15G61T,"on September 23, 2017",amzn1.account.AFTKR5W3J7F57JCDUWZPUOJFAK5Q,Five Stars,"excellent mobile and very good product that I acquired, so far everything perfect!!",5,positive
B06Y15G61T,"on September 21, 2017",amzn1.account.AHBK5ZIUVT75I3PFD7TX24GRIPNA,Five Stars,GREAT,5,positive
B06Y15G61T,"on September 21, 2017",amzn1.account.AHPNECUEDWNOTHDMUWRB4K4HSTTA,Sim error,"I bought a S8 plus phone in your store through the personal shoper of myus, when I reached my hands, I restarted the phone and it does not recognize my sim card, says it has just Verizon's, please help me this is the my email luismorais12@hotmail.com",1,negative
B06Y15G61T,"on September 18, 2017",amzn1.account.AFOSFO6NVLGFUTX7VWNH3A7CVTRQ,this cell turns on but this cracked a cracked is ...,this cell turns on but this cracked a cracked is very visible and the other will not return the cell phone for the reason that in the product said  92% positive and never scared that it was cracked,1,negative
B06Y15G61T,"on September 18, 2017",amzn1.account.AHGM4UIGQC7X7YITDZHAR3DXGQPQ,Forever Samsung,"This is one of your best phone by far, this phone beats out the Galaxy S5. I enjoy the screen, design, and the iris scanner. The camera takes the best pictures.",5,positive
B06Y15G61T,"on September 15, 2017",amzn1.account.AE5TTSEFC45DCQ75VCGTZNPDRTPA,Love phone. Hate Bixby.,I hate Bixby. Samsung please disable Bixby. The phone is a piece of glass. Buy the case before you buy the phone. Otherwise it's a great phone.,1,negative
B06Y15G61T,"on September 11, 2017",amzn1.account.AFWPI3TXL6BZRENREJV7GVPG5QDA,Best smartphone ever so far,Best smartphone out there in the market for sure.,5,positive
B06Y15G61T,"on September 11, 2017",amzn1.account.AE4MNGPZDHNPEDSKLPGVZOKKCCFA,Five Stars,"Love this toy.<br />Works perfectly, is international unlocked, I was using in different continents and no issues.",5,positive
B06Y15G61T,"on September 10, 2017",amzn1.account.AE6UYAE7GDHQL473HJTGK3MXVGVQ,Five Stars,Best phone ever!!!,5,positive
B06Y15G61T,"on September 10, 2017",amzn1.account.AHJNL7VVQZIQCEH74RRJQXADVO6A,The best phone you can get.,"The best phone you can have nowadays. I have both, Iphone 7 Plus and Samsung Galaxy 8+ and this one really stands apart. Design, image quality, camera, screen size, are few of the details that make it a winner.",5,positive
B06Y15G61T,"on September 9, 2017",amzn1.account.AFJIRNB5YEQAEXT4DTXAV2TXISOQ,Five Stars,Fast and amazing battery life.,5,positive
B06Y15G61T,"on September 9, 2017",amzn1.account.AGLN5444DZH7VC47JI7FCTQENGDA,One Star,Love the phone but I can get it activated on my Verizon Network!!!<br /><br />This will be getting returned!!!!,1,negative
