B06Y137TLR,"on May 22, 2018",amzn1.account.AGRJBSTKRWG6B2IQN42UV2UIQEYQ,One Star,I am disappointed. All I received was the charger and the headset for my money. Total garbage,1,negative
B06Y137TLR,"on December 25, 2017",amzn1.account.AFSLJ4APDQTZDGUX3R74JAI5XESQ,Five Stars,Excellent,5,positive
B06Y137TLR,"on December 19, 2017",amzn1.account.AGCEESEGNEUBMBA4GGASC4CX4LOA,Five Stars,good,5,positive
B06Y137TLR,"on December 18, 2017",amzn1.account.AEXDGKAD5SCYBSQI2ICZDRUKBXEA,Very pleased!,Package came in a timely manner and was brand new in box.  I have no complaints.  Very pleased!,5,positive
B06Y137TLR,"on December 12, 2017",amzn1.account.AGYKYH72XWSXCZA5TGAIURR3PUEA,S8 COOL,Excelente,5,positive
B06Y137TLR,"on December 12, 2017",amzn1.account.AG4COI6AJT5CZNSWUSAE7YLZNNRQ,Five Stars,Perfect!,5,positive
B06Y137TLR,"on December 11, 2017",amzn1.account.AFY5DVNT3QXABT3NWTMVLPXK6XTA,Five Stars,Bought for my sixteen year old son for Christmas he loves can't get him off of it it meets all his needs.  The size of the phone is ideal and it runs beautifully,5,positive
B06Y137TLR,"on December 10, 2017",amzn1.account.AHURFIIYKCHVJ7MXA4E4BJ2I47YA,Four Stars,"It's OK, problems with the touchscreen when you put the tempered glass cover....",4,positive
B06Y137TLR,"on December 10, 2017",amzn1.account.AHHMHA642KQYOB74NSY4GPOU5QBA,product reviewer,inteterested in promoting this product and any samsung accessories.,5,positive
B06Y137TLR,"on December 8, 2017",amzn1.account.AHATEVZFZVT5K5YJKTE5NIW7K6CA,DO NOT buy anything from Wireless Place.,"I had this phone for less than a week before it started bugging and failing. DO NOT buy the phone from this place, you only have 15 days warranty so if your phone fails after that you are screwed. I was lucky that mine died within a week. I repeat, DO NOT buy a phone from this place. I decided to give them another opportunity buying the Gear S3 which had a defective charger. If you care about your money DO NOT but anything from this place.",1,negative
B06Y137TLR,"on December 7, 2017",amzn1.account.AEJBHU2MPYPYONNBO63ENTNTN2MA,Five Stars,Works great!,5,positive
B06Y137TLR,"on December 7, 2017",amzn1.account.AGWLK7IF52BDXZJWI6ZTFKJG2KMA,Five Stars,excelente!!!,5,positive
B06Y137TLR,"on December 7, 2017",amzn1.account.AG64FQX7P3MMRKK6L7UULMW2BSMQ,Five Stars,It work good,5,positive
B06Y137TLR,"on December 6, 2017",amzn1.account.AHNCCDAT5NAN2UUCVVHCPPGI2PPA,One Star,Fake af,1,negative
B06Y137TLR,"on December 5, 2017",amzn1.account.AFB5K3FEVQEJM562VEOET5HHWRPA,One Star,"Garbage, fake,  POS",1,negative
B06Y137TLR,"on December 3, 2017",amzn1.account.AGFVZZVRQRQFVWGJ7NNDLJVKVDEQ,Five Stars,Excellent. Cannot take my hands off it,5,positive
B06Y137TLR,"on December 1, 2017",amzn1.account.AHBKOO6K2KSZZLZFQVS64AZ6OMAA,My very first samsung and I love it! So much more control over apps compared ...,My very first samsung  and I love it!<br />So much more control over apps compared to IPhone. Took me 10 minutes to readjust.,5,positive
B06Y137TLR,"on November 29, 2017",amzn1.account.AE7BP4NUZIF4ALQOAD3VDADMGENQ,Five Stars,Its everkthing ok,5,positive
B06Y137TLR,"on November 29, 2017",amzn1.account.AG2AC6KKCVJ5PUICU7NKHBFBMPPQ,Amazing Features on this phone!,"Device its amazing! Everything is workin properly except I can make work Samsung Pay with it since its an unlocked version, besides that everything its amazing which I'll give it 10.",5,positive
B06Y137TLR,"on November 28, 2017",amzn1.account.AF3OBB2OH3QM7LYIWUHSP3JZND3Q,Great smartphone!,Gifted to my sister who needed an update from the samsung s4. Yep we both love it. Camera quality is phenomenal.,5,positive
B06Y137TLR,"on November 27, 2017",amzn1.account.AGTK52THUNEXRNKCKMP7F4DVQ3CQ,Five Stars,Very sleek design and a good android phone!,5,positive
B06Y137TLR,"on November 27, 2017",amzn1.account.AFAMOFQID7MGRWDZ6DXFY7AYRRYA,Four Stars,Excellent. Have not yet commissioned.,4,positive
B06Y137TLR,"on November 25, 2017",amzn1.account.AEVEWLUPNWZ7LMIIXIVF75MFBYQQ,Worth it!,"This phone is amazing! 1st of all because it was unlocked and I already have metro PCS. I took it to them and they were easily able to get it set up. One TIP is that this come with a european plug, but all you have to do is go to the website and send an email explaining that you need an american attatchment and they will ship you one for free, I recieved two! This is what I sent them, ""Hello, I recently bought an international version of your unlocked Samsung Galaxy S8. It said to contact you if I was in need of a charger that fits American plugs. How do I go about getting one of these and how much are they from you?"" This is what they replied with, ""we will ship you USA plug for it free of charge."" All I did was click on seller information and put it in an ""ask a question."" As for the phone it is very smart and connects well with other devices, such as a smart TV especially a Samsung Smart TV. Bixby is the ""siri"" for this device and works great. It adjusts to your needs and even tells you people who you frequently contact at a certain time. This phone is easily customizable and the more you explore with it the more you will find. Battery life and speed of charging is also phenomenal.",5,positive
B06Y137TLR,"on November 23, 2017",amzn1.account.AEQYAQ6DVWOVO5EDBQRSEA5AOJCQ,Piece of junk,Phone cracked and I have only had it for 2 weeks,1,negative
B06Y137TLR,"on November 23, 2017",amzn1.account.AERX3C23FGUH75UJ2TH756E3XATA,Worst phone EVER,Worst phone EVER! the wifi setting suddendly stop working. Contacted Samsung and they didnt do anything to fix the phone!! They having issues with the wifi antena.<br />Wait until they fix it,1,negative
B06Y137TLR,"on November 23, 2017",amzn1.account.AFW7AGUAIS4GU23GC2K2X5ANJQDQ,Perfect.,"This is the best phone you can get right now, really comfy to use and great aesthetics.",5,positive
B06Y137TLR,"on November 21, 2017",amzn1.account.AHNKM5C47WQUIGSSPZCAMDCS4KXQ,Five Stars,It totally worth it!,5,positive
B06Y137TLR,"on November 21, 2017",amzn1.account.AGXJU3QA5OJKE2VVO2P6CP6SQYVA,and great,"No issues, and great phone",5,positive
B06Y137TLR,"on November 19, 2017",amzn1.account.AGQYURYIUDRYE3TUMLDXNRTIKFPA,Five Stars,Great phone!,5,positive
B06Y137TLR,"on November 17, 2017",amzn1.account.AGTWPM5Y2XFMFQOTKIYAW7W4GASQ,Coming from the iOS world,"I have the phone for more than a month now, it's a beautiful phone, the display looks great, I can copy my photos and music and whatever I want freely to the computer and back unlike on an iPhone. The fingerprint sensor is on the back - not as comfy as the front facing old iPhone sensor but it's usable. it's not a one-hand phone it's a bit bigger than that and I have big hands. I love the pairing with the S3 Gear and the Samsung Health App. It has face unlock and fingerprint reader and passcode. I miss the dedicated silent button from the iPhone this needs to be UNLOCKED before I can silence it but there is a completely unnecessary Bixby button. There should be a silence button instead of that. The camera the iPhone camera is markedly better I'm sorry to say that but looking at the photos I took and I take now I can see it. Overall I think this is the best Android phone you can get I might also get an iPhone but not the X that is hideous with the notch the protruding camera and the glass back - maybe a 7 or 8. Hope they'll come out with something better and I also hope Samsung LISTENS to users. We don't want the Bixby. We want to be able to remap and reconfigure anything this coudl be your true ace vs iPhone that will never allow it.",4,positive
B06Y137TLR,"on November 16, 2017",amzn1.account.AFI37BDFG4SIKW4SFOX67ZZRIMTA,Fragile but impressive piece of machinery.,"Great phone and an excelllent upgrade from the S6 I had before.  I unfortunately cracked the screen the day I bought it from an 8"" drop.  I purchased a case and screen protector rhe same day.  I can't complain it's the nicest phone i've ever personally owned.  I just am waiting for some innovated person to design a case & glass protector that does not interfere with the functionality of the phone and conforms to the curved glass.  I did need to mention that the seller refused to even acknowledge my desire to return thebunopened item when I recieved it.  I am happy I still own the telephone so all is good.",4,positive
B06Y137TLR,"on November 15, 2017",amzn1.account.AE3APMYIW3FYVGQ5MAKYIPA5I7AA,Five Stars,I love it..! Its awesome,5,positive
B06Y137TLR,"on November 15, 2017",amzn1.account.AEFBTVI54FQRKFNYYHHRRWMGVJ6A,Five Stars,Just the best phone so far! Practical and HQ!,5,positive
B06Y137TLR,"on November 15, 2017",amzn1.account.AGPCXTIW7RKCTHIQJ73RFMS4CICQ,"It is a wonderful phone, the camera is excellent","It is a wonderful phone, the camera is excellent. it is very high definition. It is just a very fragile phone for me. I have little kids that sometimes take my phone, and there is no case with a bumper to protect the edge screen from braking if the prone fells.",5,positive
B06Y137TLR,"on November 14, 2017",amzn1.account.AGNKGW2RKZJDXJ3TTEFZHVSPCF7A,Nice phone but far too fragile,"Nice phone but far too fragile. Owned it 3 weeks, screen cracked after setting it down on counter. 250-500 to fix.",3,negative
B06Y137TLR,"on November 12, 2017",amzn1.account.AFLNCITSA7ZK746BKQWFFN72HGKA,"Good Day, I am very disaapointed","Good Day, I am very disaapointed, I bought the Maple Gold, I open the box and realise it's Arctic Silver, this is very disappointing. I should get some sort of compensation.",1,negative
B06Y137TLR,"on November 11, 2017",amzn1.account.AGIVRGSVY3536GG67MURF4BLOATA,Five Stars,Great phone original and truly work worldwide even in my country (honduras),5,positive
B06Y137TLR,"on November 10, 2017",amzn1.account.AFPLKVJMYDAK434L7KYFPU3LI3NQ,Awsome Product ,Right on delivery<br />Amazing spec.. Amazing phone,5,positive
B06Y137TLR,"on November 8, 2017",amzn1.account.AGHELRUK7VGR2H5A7YV553XZUN2A,Camera lose focus after three months,Camera lose focus. Lot of users claiming for the same issue.,1,negative
B06Y137TLR,"on November 8, 2017",amzn1.account.AHETQGYCMVA72KGZSURVMHSXN6FA,Great opportunity,Everything was ok. Very trustable.,5,positive
B06Y137TLR,"on November 7, 2017",amzn1.account.AFVEDZKX3YXN4ZJY557GTCSOXWAQ,One Star,Camera is all blurry and phone works like crap.... do not buy from this user.,1,negative
B06Y137TLR,"on November 6, 2017",amzn1.account.AE3A3MSMKP62HUKVZMAMFQ5LY3UA,very good phone,he samsung galaxy s8 is one of the best phones I've ever had I can do so much more with it than with other phones. I like it because the battery last me all day when I use it normally. i have more storage the graphics are better I love the quality of this phone. the best part about it is that it's water resistant which means I can drop it in water without worrying but thing is I can't leave it in too long cuz other wise water will get in it. As I said tho it's a great phone in my opinion,5,positive
B06Y137TLR,"on November 6, 2017",amzn1.account.AHGAA2TPC4U4FTIMEUGCAM4UACMA,I recommend,So satisfied! Quick shipment and good communication from seller. Thanks :),5,positive
B06Y137TLR,"on November 5, 2017",amzn1.account.AHVH2ZPHRBLPZVNOUKYOKTXOITRA,Five Stars,Excelente,5,positive
B06Y137TLR,"on November 4, 2017",amzn1.account.AGAGLRYBCRUDKNPVDTLABQ7EXNDQ,Death to Bixby!  Please?  How about a Bixby mute?,"fast. stable.  Recommended by Microsoft.  I am unable to disable Bixby, I do not like bixby.  I will give apple another chance after this one.",4,positive
B06Y137TLR,"on November 3, 2017",amzn1.account.AFNR2DWFTZZLHNWKZXKICX4HZ4HQ,It has crashed a lot and I still do not ...,It has crashed a lot and I still do not understand why the screen stays on while charging,3,negative
B06Y137TLR,"on November 2, 2017",amzn1.account.AF7RKRRXQA75A2UQETISIU5TLBEQ,One Star,has problems with the screen,1,negative
B06Y137TLR,"on November 2, 2017",amzn1.account.AGLVOZ2AWNUQ6MN5TAON2WE6P3XQ,Five Stars,I need to send back my phone the screen got broken how can i send it back,5,positive
B06Y137TLR,"on November 1, 2017",amzn1.account.AFLBRAL27K3T6EPL3ILTO4PRGJNA,Five Stars,Great product,5,positive
B06Y137TLR,"on October 30, 2017",amzn1.account.AFRVFSZSDLCQTR5NR7UH6ENYQOJA,Five Stars,this is a gift and the product is beautiful.,5,positive
B06Y137TLR,"on October 30, 2017",amzn1.account.AECVZ5RAUBBDZRTZAJBM4QCHGA7A,The screen has cracked for the 2nd time during the ...,The screen has cracked for the 2nd time during the last 3 months. And repairs start at 250. The rest of the characteristics don't matter so much when the whole screen becomes a spider web every several weeks. This phone will cost you 2-3 times more during ownership.,1,negative
B06Y137TLR,"on October 28, 2017",amzn1.account.AHEA5MJWR5RIHXSFXHKGGT53WVFQ,Five Stars,Great,5,positive
B06Y137TLR,"on October 28, 2017",amzn1.account.AFYJN62XFISMADQE2SEJ3CYEG75Q,Samsung s8 is the best. But mine is broken,I got the phone but it's broken at the back,2,negative
B06Y137TLR,"on October 26, 2017",amzn1.account.AGPVTRWR7XHP5JTTISHRG6NCVLNQ,Five Stars,cool,5,positive
B06Y137TLR,"on October 26, 2017",amzn1.account.AG534EVMQFRHDA2E2GOX2GYNPEXA,Five Stars,The phone is in perfect conditions!,5,positive
B06Y137TLR,"on October 25, 2017",amzn1.account.AG5TYZ3GNWYYUAJBLXYQ2NWNDJSQ,Four Stars,Too quiet sound from main speaker.,4,positive
B06Y137TLR,"on October 25, 2017",amzn1.account.AHRO3NLEM4PRZWJKVBVLL7RWGOHQ,Rear camera not clear.,"My rear camera is done after 2 months using, it is not clear; the font camara is good. It was no drop, no water; I live alone, no childrent used, has case protection. I reseted setting factory but real camera still not clear. Please give me some advice.",1,negative
B06Y137TLR,"on October 23, 2017",amzn1.account.AHIEMDKDXSHANQAPBQGE4KOC4WQA,Five Stars,Love it! The S line is always a good choice!,5,positive
B06Y137TLR,"on October 21, 2017",amzn1.account.AH4FXILC7FWCVSERGGUJRUFWWVVQ,Five Stars,Excellent product at a great price.,5,positive
B06Y137TLR,"on October 21, 2017",amzn1.account.AGG63NCXHHBH6TD4SE6VFMSNETHQ,Four Stars,"Really nice phone,i really love it.",4,positive
B06Y137TLR,"on October 19, 2017",amzn1.account.AH72QPWLN575HQPR7DHCHGGZVBUQ,Three Stars,I had a problem with and I call Samsung 4 time I steel waiting for Samsung call me back.,3,negative
B06Y137TLR,"on October 19, 2017",amzn1.account.AG7BPQ53GHX74ATE3VVJIURAAJYQ,Samsung s8 unlocked phone,Awesome!!!! Delivered as new...lightning quick. Happy with the purchase.,5,positive
B06Y137TLR,"on October 19, 2017",amzn1.account.AGUXRVLAC37ZUB65FJAAQ5YY7TOQ,great,"Original Samsung, great phone.",4,positive
B06Y137TLR,"on October 18, 2017",amzn1.account.AGY5MNMFOHYTE76NYZGPKUTFVNLQ,Ripoffffff,Received a s6 plus edge !!! What a ripoff!!!!!!!,1,negative
B06Y137TLR,"on October 16, 2017",amzn1.account.AFP4C5R5U7APHUYS47CDILQY6TMQ,Five Stars,great,5,positive
B06Y137TLR,"on October 15, 2017",amzn1.account.AGMMV23B7XUQCMPF2FHIW4WYRPWQ,Five Stars,"Awesome phone, no issue and satisfied",5,positive
B06Y137TLR,"on October 15, 2017",amzn1.account.AHKPAP4Z2PI5ZO2OSSBIR3VFOR5Q,Solid Choice,"Although dubbed as ""International Version"", it still came with a SD processor (i.e. SM-G950U1). Fast and fluid web browsing and app switching experience. Bixby isn't too bad either, once you learn _how_ to talk to her.",5,positive
B06Y137TLR,"on October 13, 2017",amzn1.account.AHJBTOCHIVMYS4VYAKON7T5Y7S3A,Five Stars,Awesome Phone,5,positive
B06Y137TLR,"on October 12, 2017",amzn1.account.AFZDCI4RADJHYYUN6HFGJEA5DJ4A,Five Stars,very nice phone for the great price.,5,positive
B06Y137TLR,"on October 10, 2017",amzn1.account.AHO3B6MPZYKSK5FR5F7KSOOYXZZA,Great phone very nice,"Great phone very nice, i like it thank you amazon<br />Yes i will recommand this site to my friends and family thanks again.",4,positive
B06Y137TLR,"on October 10, 2017",amzn1.account.AHNCE7FEMQE2SVFIPIODIZPYGPYQ,The true deal.,Got 175k on AnTuTu.,5,positive
B06Y137TLR,"on October 10, 2017",amzn1.account.AG7K5NFBCTAHVAELD3G4KA7TBXXA,One Star,"Don't get this phone, if you break the glass in cannot be repaired anywhere!",1,negative
B06Y137TLR,"on October 10, 2017",amzn1.account.AFW3FYVDW43CNLMZDMWMTIBMTBQQ,Five Stars,Great phone.,5,positive
B06Y137TLR,"on October 9, 2017",amzn1.account.AES3WVO4C5XSU426EN4T6CUTCJTQ,Beautiful phone with great functionalities.,"Beautiful phone with great functionalities and it is an incredible advancement from my old Samsung Galaxy Avant which is a great working phone, but it's been getting buggy in the last six months. I got mine through Fed Ex this morning so I will update my post in a few weeks but so far, I could not be happier. I got my phone from a different vendor out of Australia but shipped directly to me from Hong Kong, but I suspect it will be the same phone no matter when you buy it.<br /><br />My service provider is Metro PCS, which I am very happy to find out that I can keep and I took my phone to my local Metro PCS store and they got my phone working in less than 15 minutes. They explained the functions of the SIM slot #1 and #2 and how to insert a micro card. I had Metro add the International Calling plan to my phone for texting and calls from the U.S. I will use the SIM slot #2 for when I travel to France. Having a backup will help out.<br /><br />The style and glass front of the phone is very nice and it does not leave fingerprints. My old phone is the Samsung Galaxy Avant and I find that having my new phone is not difficult to re-learn. Some of the basic functions are the same.<br /><br />After getting home, I entered my passcode for my home wi-fi and the phone took it immediately and updated itself promptly. I also got the bluetooth function connected to my Fiat Sport 500c in less than five minutes. The batter powers up in no time to full and this morning, out of the box, my phone was at about 50% power. It took about 30 minutes to get it to 100%. So far, the battery tends to drain slowly.<br /><br />I read from another post of this phone that it did not have wi-fi. Not sure what happened, but this phone certainly does have it.<br /><br />The cord has a different end that plugs into the phone, so my old USB cords won't work however, the S8 box includes some attachments. One attachment is a small add-on that will fit on the small end of the USB cord so you can keep your old cords. The box also adds a connector so you can transfer files from one phone to another, or a computer to your phone and finally a 100-240 charging plug is included in the box, but it is not for European sockets nor American sockets. The two male connectors are slightly slanted so I suspect this is for Asia.<br /><br />I am not going to clone my Galaxy Avant software to my new phone because I want to begin fresh again. I will pick and choose each app but my Avant still works at home with my wi-fi and Magic Jack phone.<br /><br />There is only one slight disappointment; I expected the phone to be more of a gold tone color. The back of the phone is not really gold, but a slight gold tone with an odd color that seems to change color depending on the light available. Also, the front glass is gold tone once you pull up the apps, SMS, dialer, etc.<br /><br />I find this phone to be very advanced and a very good buy for the money I paid. It's basically a mini-computer and I use it for everything from driving, texting, phone, pictures, banking, buying, etc.<br /><br />This phone is definitely an incredible upgrade from my Avant and I am very pleased. I will update my post in a few weeks to a month.",5,positive
B06Y137TLR,"on October 8, 2017",amzn1.account.AHGWZ5EHGB3U6RHUEVZHXJVCLCJA,good quality,good quality,5,positive
B06Y137TLR,"on October 8, 2017",amzn1.account.AEAYAS4VFCLLQ2C7TNUDALAUMMEA,Four Stars,"The phone restart alone 2 to 3 times in the day...I will try and format it with new OS...uppdate 30/11/17, now that I want to install new firmware for the signal problem I find out that I received a G950U1, and not the G950F that I ordered",2,negative
B06Y137TLR,"on October 7, 2017",amzn1.account.AE7SBFZYNNHMUXIPAJI75GSLTP6Q,Great Phone!,Best phone! Bought it for my wife and she loves it.<br /><br />The curved edges makes it look and feel to feminine for my taste. Just a personal preference. Change this and maybe Ill buy one for me.,5,positive
B06Y137TLR,"on October 7, 2017",amzn1.account.AH3SFMWE7C7TCOWERMM4BBBM5B3Q,very nice phone. i had it for two weeks now ...,"very nice phone. i had it for two weeks now and works great , i live in Honduras C.A ,super fast , love this color,",5,positive
B06Y137TLR,"on October 5, 2017",amzn1.account.AELMMOX4NASQZCQMSO5WHKBLY77Q,Five Stars,Very good experience,5,positive
B06Y137TLR,"on October 5, 2017",amzn1.account.AHMXU2A67YXZWWERLEPW2M33ELEA,GALAXY S8 NO AUTO-FOCUS,"I've been using my cell for two and a half months and the camera auto focus system suddenly stopped working. It wont focus either on normal camera o selfie camera, I have to tap the phone in order for it to focus. I am very disappointed with this problem.",1,negative
B06Y137TLR,"on October 4, 2017",amzn1.account.AFXTUA7YPUI6HRZGQWX3VGYPQM5Q,"the phone works as expected, but if you drop ...","the phone works as expected, but if you drop it which yo are guaranteed to do within 2-3 years that you plan to use it it will 100% break. The plastic is very fragile.",2,negative
B06Y137TLR,"on October 3, 2017",amzn1.account.AFMH4IZOC526RCXDEQVFJWQGJNDA,Five Stars,Amazing Phone !!,5,positive
B06Y137TLR,"on October 2, 2017",amzn1.account.AFFQ7ZRVN66QXWT2XABAT7YMROMQ,Best phone,"Finnest phone I've seen. This company may not bring creative out of the box stuff (SJ way), but they put all that exists together in the best possible way,<br />Expect nothing new, but all at best!",5,positive
B06Y137TLR,"on October 2, 2017",amzn1.account.AG2YNZXV6TZXA4ITKYU4LMPOTBPA,Great Phone,The screen on this phone is something to be desired by all. It has a beautiful screen that can display the phenomenal pictures this phone takes. It is a fast and reliable product. I highly recommend this phone!,5,positive
B06Y137TLR,"on October 1, 2017",amzn1.account.AHICZD6RWWON74KXZTZ3KOHT2LTQ,Wonderful phone!,Exactly what I wanted!!,5,positive
B06Y137TLR,"on September 30, 2017",amzn1.account.AGTI6JT3NNU7AHNHQWWORQSDRGHA,Five Stars,Excellent!,5,positive
B06Y137TLR,"on September 30, 2017",amzn1.account.AE322X7S6DT3KCB6RX642WRNMFOA,Great thanx,"I never wanted to buy a phone online, for fear of a fake phone but I closed my eyes and ordered it...this S8 is great thanx for not skrewing me over..haha 5star",5,positive
B06Y137TLR,"on September 29, 2017",amzn1.account.AH6ZW3XTI6I7AB2YV3MU7CH6CMPA,it looks good and I got what I expected to get,it looks good and I got what  I expected to get. also I got it in certain time. thanks,4,positive
B06Y137TLR,"on September 29, 2017",amzn1.account.AEXC2J6YPEKIU3GKX6HEJ6W5BXSQ,many flaws,samsung software is awful and intrusive<br />bixby sucks<br />fingerprint scanner sucks<br />headphones suck<br /><br />save yourself the trouble and get an LG,2,negative
B06Y137TLR,"on September 29, 2017",amzn1.account.AEVZYSK544YVONQ7MJ5BAMZFP2NQ,Good stuff,Very good no issues!,5,positive
B06Y137TLR,"on September 29, 2017",amzn1.account.AENGZHK5RSE7UOU2CFF4DY6FXAUA,Five Stars,Everything was perfect with the product!,5,positive
B06Y137TLR,"on September 29, 2017",amzn1.account.AEQP4FPPZCXBUDFZ5TY2VYFQPVTQ,Five Stars,Works in Bulgaria as intended.,5,positive
B06Y137TLR,"on September 28, 2017",amzn1.account.AE4ZDHZFR7RHVFFBDEOVM7IAPOMA,Five Stars,Excellent,5,positive
B06Y137TLR,"on September 28, 2017",amzn1.account.AFOTJJ7A4VQXED23APNTS23ZFXAA,Five Stars,I love it. Its a super phone6,5,positive
B06Y137TLR,"on September 26, 2017",amzn1.account.AEJTGGGY7DI3RHNQFGUFPZYWEN4A,Five Stars,the best phone of 2017!!!!!!!!,5,positive
B06Y137TLR,"on March 31, 2018",amzn1.account.AHBFWATE5QRLD4EXHMUO5QLTMJ4Q,Five Stars,Everything was delivered as promised in excellent condition.,5,positive
B06Y137TLR,"on March 26, 2018",amzn1.account.AGNESXVHG7Q3QZIHJTJQBFAOHCAA,Thought it was working fine. Been a Samsung user my whole life,"Had this phone for about 3 months. Thought it was working fine. Been a Samsung user my whole life. But after the latest update, the phone kept restarting on its own. I called Samsung to see if they can repair it, but the serial number is not in their system. Phone is fake, but looks real. Very upset about this because the seller said they can't do anything about it after the 3 month period. Luckily Amazon was able to help me with the refund. Don't buy from this seller.",1,negative
B06Y137TLR,"on March 26, 2018",amzn1.account.AHK6S6J3OHAQWRUNOFX4V5SAKKOQ,Five Stars,Love this phone.<br />Fast delivery.<br />Good camera.<br />Easy to use,5,positive
B06Y137TLR,"on March 24, 2018",amzn1.account.AHYKQSSHR2CMFZUI2TCDRISDMPSA,"Worked at first, then the speaker started acting up, then no signal.",The first month everything was fine then i started having problems with the speakers then recently it started saying I did'nt have connection so now i cant use itbother than with wifi.,1,negative
